User_ID,Education,Experience,Available_Time
11,"[{'_id': 'a1b2c3d4e5f6789012345678', 'degree': 'Juris Doctor', 'endYear': 2025, 'languageSpoken': 'English', 'school': 'Midwestern State College of Law', 'startYear': -1}, {'_id': 'a1b2c3d4e5f6789012345679', 'degree': 'Bachelors', 'endYear': 2022, 'fieldOfStudy': 'Mechanical Engineering', 'languageSpoken': 'English', 'school': 'Northern Tech University', 'startYear': -1}]","[{'_id': 'a1b2c3d4e5f678901234567a', 'companyLocation': 'Canada', 'companyName': 'Smith & Associates, LLP', 'endYear': 2023, 'jobTitle': 'Legal Intern', 'skills': ['Legal Research', 'Document Drafting'], 'startYear': 2023, 'yearsOfExperience': 0}, {'_id': 'a1b2c3d4e5f678901234567b', 'companyLocation': 'Canada', 'companyName': 'Tech Innovations Inc.', 'endYear': 2022, 'jobTitle': 'Prototype Engineer', 'skills': ['Product Development', 'CAD Modeling', '3D Fabrication'], 'startYear': 2022, 'yearsOfExperience': 0}, {'_id': 'a1b2c3d4e5f678901234567c', 'companyLocation': 'Canada', 'companyName': 'Cloud Solutions LLC', 'endYear': 2022, 'jobTitle': 'Software Developer', 'skills': ['Cloud Infrastructure', 'Mobile App Creation', 'Code Optimization', 'Data Sync'], 'startYear': 2021, 'yearsOfExperience': 1}, {'_id': 'a1b2c3d4e5f678901234567d', 'companyLocation': 'Canada', 'companyName': 'GreenTech Robotics', 'endYear': 2023, 'jobTitle': 'Intern Associate', 'skills': ['Case Analysis', 'Technical Research', 'Document Writing', 'Legal Claims'], 'startYear': 2023, 'yearsOfExperience': 0}, {'_id': 'a1b2c3d4e5f678901234567e', 'companyLocation': 'Canada', 'companyName': 'Horizon Engineering Group', 'endYear': 2024, 'jobTitle': 'Summer Intern', 'skills': ['Case Management', 'Violation Assessment', 'Legal Drafting', 'Patent Evaluations'], 'startYear': 2024, 'yearsOfExperience': 0}, {'_id': 'a1b2c3d4e5f678901234567f', 'companyLocation': 'Canada', 'companyName': 'Tech University', 'endYear': 2021, 'jobTitle': 'Design Team Member', 'skills': ['Creative Design'], 'startYear': 2020, 'yearsOfExperience': 1}]",5.997176791
12,"[{'_id': 'ed1', 'degree': 'Masters', 'endYear': 2006, 'fieldOfStudy': 'Information and Library Science', 'languageSpoken': 'English', 'school': 'State University of New York', 'startYear': 2004}, {'_id': 'ed2', 'degree': 'Juris Doctor', 'endYear': 1995, 'fieldOfStudy': 'Legal Studies', 'languageSpoken': 'English', 'school': 'Yale Law School', 'startYear': 1992}, {'_id': 'ed3', 'degree': 'Bachelors', 'endYear': 1991, 'fieldOfStudy': 'Political Science', 'languageSpoken': 'English', 'school': 'Princeton University', 'startYear': 1987}]","[{'_id': 'job1', 'companyLocation': 'Canada', 'companyName': 'DataInsights', 'endYear': 2001, 'jobTitle': 'Consultant', 'skills': ['Project Management', 'Report Analysis'], 'startYear': 2000, 'yearsOfExperience': 1.0}, {'_id': 'job2', 'companyLocation': 'United States', 'companyName': 'TechCorp', 'endYear': 2006, 'jobTitle': 'Quality Evaluator', 'skills': ['Relevance Assessment'], 'startYear': 2003, 'yearsOfExperience': 3.0}, {'_id': 'job3', 'companyLocation': 'United States', 'companyName': 'Legal Solutions Inc.', 'endYear': -1, 'jobTitle': 'Legal Research Specialist', 'skills': ['AI', 'Research Analysis', 'Legal Inquiry'], 'startYear': 2023, 'yearsOfExperience': 0.5}, {'_id': 'job4', 'companyLocation': 'United States', 'companyName': 'Research Dynamics', 'endYear': 2023, 'jobTitle': 'Lead Research Author', 'skills': ['Writing', 'Legal Research'], 'startYear': 2022, 'yearsOfExperience': 1.1}, {'_id': 'job5', 'companyLocation': 'United States', 'companyName': 'University of Western States', 'endYear': 2019, 'jobTitle': 'Academic Librarian', 'skills': ['Library Science', 'Teaching', 'Research', 'Writing'], 'startYear': 2005, 'yearsOfExperience': 14.0}, {'_id': 'job6', 'companyLocation': 'United States', 'companyName': 'City Legal Department', 'endYear': 2000, 'jobTitle': 'Assistant Legal Counsel', 'skills': ['Litigation'], 'startYear': 1997, 'yearsOfExperience': 3.2}, {'_id': 'job7', 'companyLocation': 'United States', 'companyName': 'Courthouse of Appeals', 'endYear': 1997, 'jobTitle': 'Judicial Attorney', 'skills': ['Legal Analysis', 'Document Drafting'], 'startYear': 1995, 'yearsOfExperience': 2.0}, {'_id': 'job8', 'companyLocation': 'United States', 'companyName': 'Independent Media', 'endYear': 2011, 'jobTitle': 'Freelance Contributor', 'skills': ['Content Development', 'Marketing'], 'startYear': 2007, 'yearsOfExperience': 4.6}, {'_id': 'job9', 'companyLocation': 'Germany', 'companyName': 'Consulting Partners', 'endYear': 2001, 'jobTitle': 'Advisor', 'skills': ['Project Coordination', 'Technical Writing'], 'startYear': 2000, 'yearsOfExperience': 1.0}, {'_id': 'job10', 'companyLocation': 'United States', 'companyName': 'AI Innovations', 'endYear': 2022, 'jobTitle': 'Data Specialist', 'skills': ['Data Annotation', 'Taxonomy'], 'startYear': 2022, 'yearsOfExperience': 0.6}]",1.849418839
13,"[{'_id': 'a1b2c3d4e5f6789012345678', 'degree': 'Doctorate', 'fieldOfStudy': 'Pharmaceutical Sciences', 'languageSpoken': 'English', 'school': 'University of Central Florida'}, {'_id': 'a1b2c3d4e5f6789012345679', 'degree': 'Bachelors', 'fieldOfStudy': 'Health Sciences', 'languageSpoken': 'English', 'school': 'University of Central Florida'}, {'_id': 'a1b2c3d4e5f6789012345680', 'degree': 'Associate', 'fieldOfStudy': 'General Studies', 'languageSpoken': 'English', 'school': 'Iowa Western Community College'}]","[{'_id': 'a1b2c3d4e5f6789012345681', 'companyLocation': 'United States', 'companyName': 'HealthCorp', 'jobTitle': 'Pharmacy Assistant', 'skills': ['Inventory Management', 'Prescription Preparation', 'Medication Mixing'], 'yearsOfExperience': 1.6}, {'_id': 'a1b2c3d4e5f6789012345682', 'companyLocation': 'United States', 'companyName': 'PharmaPlus', 'jobTitle': 'Pharmacy Assistant', 'skills': ['Prescription Processing', 'Insurance Verification', 'Product Labeling'], 'yearsOfExperience': 0.9}, {'_id': 'a1b2c3d4e5f6789012345683', 'companyLocation': 'United States', 'companyName': 'BrewHouse', 'jobTitle': 'Coffee Specialist', 'skills': ['Customer Interaction', 'Sanitation Practices'], 'yearsOfExperience': 0.8}]",4.676424355
14,"[{'_id': '670429967a5639a5ece59d44', 'degree': 'Doctorate', 'endYear': 2007, 'fieldOfStudy': 'Educational Psychology', 'school': 'Midwest State University', 'startYear': -1}, {'_id': '670429967a5639a5ece59d45', 'degree': 'Masters', 'endYear': 2005, 'fieldOfStudy': 'Clinical Psychology', 'school': 'Southern University', 'startYear': -1}, {'_id': '670429967a5639a5ece59d46', 'degree': 'Masters', 'endYear': 1993, 'fieldOfStudy': 'Public Health', 'school': 'Eastern University', 'startYear': -1}, {'_id': '670429967a5639a5ece59d47', 'degree': 'Bachelors', 'endYear': 1985, 'fieldOfStudy': 'Biochemistry', 'school': 'Midwest State University', 'startYear': -1}]","[{'_id': '670429967a5639a5ece59d37', 'companyLocation': 'United States', 'companyName': 'Harmony Wellness Center', 'endYear': 2024, 'jobTitle': 'Therapist', 'skills': ['Therapy', 'Client Evaluations'], 'startYear': 2023, 'yearsOfExperience': 1}, {'_id': '670429967a5639a5ece59d38', 'companyLocation': 'United States', 'companyName': 'Maple Counseling Services', 'endYear': 2007, 'jobTitle': 'Intern Counselor', 'skills': ['Therapeutic Counseling', 'Mentorship'], 'startYear': 2006, 'yearsOfExperience': 1}, {'_id': '670429967a5639a5ece59d39', 'companyLocation': 'United States', 'companyName': 'Wellness and Support Network', 'endYear': -1, 'jobTitle': 'Counselor/Advocate/Volunteer', 'skills': ['Therapeutic Support', 'Facilitating Support Groups'], 'startYear': 2005, 'yearsOfExperience': 18}, {'_id': '670429967a5639a5ece59d3a', 'companyLocation': 'United States', 'companyName': 'Southern University', 'endYear': 2003, 'jobTitle': 'Intern Counselor', 'skills': ['Therapeutic Practices', 'Instruction'], 'startYear': 2002, 'yearsOfExperience': 1}, {'_id': '670429967a5639a5ece59d3b', 'companyLocation': 'United States', 'companyName': 'Eastern Health Center', 'endYear': 2005, 'jobTitle': 'Intern Counselor', 'skills': ['Client Counseling', 'Intake Procedures'], 'startYear': 2004, 'yearsOfExperience': 1}, {'_id': '670429967a5639a5ece59d3c', 'companyLocation': 'United States', 'companyName': 'Northern University', 'endYear': 1998, 'jobTitle': 'Research Fellow', 'skills': ['Project Coordination', 'Research Management', 'Program Design', 'Curriculum Development'], 'startYear': 1997, 'yearsOfExperience': 1}, {'_id': '670429967a5639a5ece59d3d', 'companyLocation': 'United States', 'companyName': 'State Department of Public Health', 'endYear': 1998, 'jobTitle': 'Analyst', 'skills': ['Project Coordination', 'Data Research', 'Report Summarization'], 'startYear': 1996, 'yearsOfExperience': 2}, {'_id': '670429967a5639a5ece59d3e', 'companyLocation': 'United States', 'companyName': 'Consulting Firm Ltd.', 'endYear': 1995, 'jobTitle': 'Lead Consultant', 'skills': ['Strategic Consulting', 'Data Analysis', 'Model Creation'], 'startYear': 1994, 'yearsOfExperience': 1}, {'_id': '670429967a5639a5ece59d3f', 'companyLocation': 'United States', 'companyName': 'Financial Services Corp', 'endYear': 1995, 'jobTitle': 'Programmer Analyst Lead', 'skills': ['Process Reengineering', 'Software Programming'], 'startYear': 1993, 'yearsOfExperience': 2}, {'_id': '670429967a5639a5ece59d40', 'companyLocation': 'United States', 'companyName': 'Metropolitan Health Plan', 'endYear': 1993, 'skills': ['Team Management', 'Data Analysis', 'Client Consulting'], 'startYear': 1992, 'yearsOfExperience': 1}, {'_id': '670429967a5639a5ece59d41', 'companyLocation': 'United States', 'companyName': 'Medical Education Association', 'endYear': 1992, 'jobTitle': 'Evaluation Services Manager', 'skills': ['Data Analysis', 'Database Administration'], 'startYear': 1987, 'yearsOfExperience': 5}, {'_id': '670429967a5639a5ece59d42', 'companyLocation': 'United States', 'companyName': 'National Health Institute', 'endYear': 1987, 'jobTitle': 'Lab Technician', 'skills': ['Protein Purification', 'Sample Labeling', 'Gel Electrophoresis'], 'startYear': 1985, 'yearsOfExperience': 2}, {'_id': '670429967a5639a5ece59d43', 'companyLocation': 'United States', 'companyName': 'Midwest State University', 'endYear': 1985, 'jobTitle': 'Lab Technician', 'skills': ['Molecular Characterization', 'Biochemical Assays', 'Advanced Chromatography'], 'startYear': 1983, 'yearsOfExperience': 2}]",5.210188862
15,"[{'_id': 'ed1', 'degree': 'Diploma in Nursing', 'fieldOfStudy': 'Healthcare', 'school': 'Starlight Nursing Academy'}, {'_id': 'ed2', 'degree': 'Certified Nursing Assistant', 'fieldOfStudy': 'Healthcare', 'school': 'Sunrise Institute'}]","[{'_id': 'job7', 'companyLocation': 'Canada', 'companyName': 'Zenith Health Services', 'jobTitle': 'Support Staff', 'skills': ['Basic Life Support', 'Medication Handling', 'Treatment Procedures', 'Nutritional Feeds', 'Subcutaneous Injections', 'Wound Management', 'Urinary Catheterization', 'Colostomy Care', 'Behavioral Management', 'Therapeutic Interventions', 'Documentation', 'Laboratory Support', 'Diagnostic Procedures', 'Team Coordination', 'Staff Training'], 'yearsOfExperience': 8}, {'_id': 'job4', 'companyLocation': 'Canada', 'companyName': 'Optimum Care Solutions', 'jobTitle': 'Case Supervisor', 'skills': ['Patient Advocacy', 'Healthcare Coordination', 'Mental Health Clinics', 'Medical Documentation', 'Care Planning', 'Team Collaboration', 'Homecare Management', 'Patient Liaison', 'Support Services'], 'yearsOfExperience': 2}, {'_id': 'job1', 'companyLocation': 'Canada', 'companyName': 'Wellness Corp', 'jobTitle': 'Review Coordinator', 'skills': ['Healthcare Policies', 'Document Review', 'Communication Strategies', 'Clinical Evaluations', 'Client Engagement', 'Service Coordination', 'Managed Healthcare', 'Office Software Proficiency'], 'yearsOfExperience': 3}, {'_id': 'job5', 'companyLocation': 'Canada', 'companyName': ""Children's Health Alliance"", 'jobTitle': 'Child Health Nurse', 'skills': ['Childcare', 'Respiratory Support', 'Airway Management', 'Nutritional Support', 'Life Support Systems', 'Daily Living Assistance', 'Physiotherapy', 'Scheduling', 'Pharmacological Management', 'Care Documentation'], 'yearsOfExperience': 2}, {'_id': 'job3', 'companyLocation': 'Canada', 'companyName': 'HomeCare Solutions', 'jobTitle': 'Visiting Nurse', 'skills': ['Community Health Visits', 'Health Monitoring', 'Wound Treatment', 'Medication Management', 'Patient Instruction'], 'yearsOfExperience': 0}, {'_id': 'job2', 'companyLocation': 'Canada', 'companyName': 'Horizon Mental Health', 'jobTitle': 'Patient Care Assistant', 'skills': ['Client Intake', 'Release Procedures', 'Transfer Coordination', 'Clinical Audits', 'Care Protocols', 'Assistant Support', 'Resource Management', 'Drug Administration', 'Injury Care', 'Emergency Procedures', 'Life Support Training'], 'yearsOfExperience': 5}, {'_id': 'job6', 'companyLocation': 'Canada', 'companyName': 'Rehab Associates', 'jobTitle': 'Recovery Nurse', 'skills': ['Health Monitoring', 'Pharmacological Administration', 'Digital Health Records', 'Clinical Verifications', 'Patient Onboarding', 'Medication Counseling', 'Patient Discharge Procedures', 'Infection Control Records', 'Order Processing', 'Medical Transcription', 'Support Staff Coordination', 'Emergency Care', 'Life Support Techniques'], 'yearsOfExperience': 1}]",4.836633845
16,"[{'_id': 'a1b2c3d4e5f67890abcdef12', 'degree': 'Doctorate', 'endYear': 2029, 'fieldOfStudy': 'Medical Science', 'languageSpoken': 'English', 'school': 'Stanford University', 'startYear': -1}, {'_id': 'f1e2d3c4b5a67890abcdef34', 'degree': 'Bachelors', 'endYear': 2023, 'fieldOfStudy': 'Molecular Biology', 'languageSpoken': 'English', 'school': 'Texas A&M University', 'startYear': -1}]","[{'_id': '123456abcdef7890abcdef12', 'companyLocation': 'United States', 'companyName': 'Harvard Medical School', 'endYear': 2024, 'jobTitle': 'Research Associate', 'skills': ['Project Coordination', 'Cellular Analysis'], 'startYear': 2023, 'yearsOfExperience': 1}, {'_id': '234567abcdef8901abcdef23', 'companyLocation': 'United States', 'companyName': 'MIT Research Lab', 'endYear': 2023, 'jobTitle': 'Lab Technician', 'skills': ['Genetic Analysis', 'Transfection Procedures', 'Molecular Transformation', 'Protein Engineering', 'Viral Vector Production', 'Immunoassays', 'Bioluminescent Imaging', 'Antibody Detection', 'In vitro Assays', 'Cytometry', 'Genomic Sequencing', 'Office Administration'], 'startYear': 2022, 'yearsOfExperience': 1}, {'_id': '345678abcdef9012abcdef34', 'companyLocation': 'United States', 'companyName': 'Johns Hopkins University', 'endYear': 2022, 'jobTitle': 'Research Assistant', 'skills': ['Data Collection', 'Data Entry', 'Workshop Participation', 'Narrative Medicine'], 'startYear': 2022, 'yearsOfExperience': 1}, {'_id': '456789abcdef0123abcdef45', 'companyLocation': 'United States', 'companyName': 'Johns Hopkins University', 'endYear': 2021, 'jobTitle': 'Research Assistant', 'skills': ['Clinical Trials', 'Research Ethics', 'Study Protocols', 'Statistical Analysis', 'Consent Processes', 'Participant Screening', 'Narrative Medicine'], 'startYear': 2021, 'yearsOfExperience': 1}, {'_id': '567890abcdef1234abcdef56', 'companyLocation': 'United States', 'companyName': 'Texas A&M University', 'endYear': 2021, 'jobTitle': 'Junior Researcher', 'skills': ['Theory Development', 'Research Design', 'Experimental Setup', 'Bioenergy Conversion', 'Data Interpretation'], 'startYear': 2020, 'yearsOfExperience': 1}, {'_id': '678901abcdef2345abcdef67', 'companyLocation': 'United States', 'companyName': 'Princeton University', 'endYear': 2020, 'jobTitle': 'Junior Researcher', 'skills': ['Inventory Management', 'RNA Silencing', 'Toxicology', 'Data Interpretation', 'Public Speaking'], 'startYear': 2019, 'yearsOfExperience': 2}, {'_id': '789012abcdef3456abcdef78', 'companyLocation': 'United States', 'companyName': 'Texas A&M University', 'endYear': 2023, 'jobTitle': 'Biology Instructor', 'skills': ['Academic Tutoring', 'Learning Strategies'], 'startYear': 2020, 'yearsOfExperience': 3}, {'_id': '890123abcdef4567abcdef89', 'companyLocation': 'United States', 'companyName': 'Austin Community College', 'endYear': 2019, 'jobTitle': 'Teaching Assistant', 'skills': ['Curriculum Design', 'Class Preparation', 'Student Consultations'], 'startYear': 2019, 'yearsOfExperience': 1}]",3.290905654
17,"[{'_id': '66ce394d0c28e8b1c4f29c86', 'degree': 'Bachelors', 'fieldOfStudy': 'Biochemistry', 'languageSpoken': 'English', 'school': 'State University of New Hampshire'}]","[{'_id': '66ce394d0c28e8b1c4f29c82', 'companyLocation': 'United States', 'companyName': 'Springfield Health Center', 'jobTitle': 'Nursing Assistant', 'skills': ['Patient Care', 'Vital Signs', 'Assisting'], 'yearsOfExperience': 2}, {'_id': '66ce394d0c28e8b1c4f29c81', 'companyLocation': 'United States', 'companyName': 'Oakwood Rehabilitation', 'jobTitle': 'Nursing Assistant', 'skills': ['Vital Signs', 'Assisting'], 'yearsOfExperience': 3}, {'_id': '66ce394d0c28e8b1c4f29c84', 'companyLocation': 'United States', 'companyName': 'State University of New Hampshire', 'jobTitle': 'Science Teaching Assistant', 'skills': ['Teaching', 'Biochemistry'], 'yearsOfExperience': 1}, {'_id': '66ce394d0c28e8b1c4f29c85', 'companyLocation': 'United States', 'companyName': 'State University of New Hampshire', 'jobTitle': 'Undergraduate Lab Assistant', 'skills': ['Assisting', 'Lab Preparation', 'Facilitated Learning'], 'yearsOfExperience': 1}, {'_id': '66ce394d0c28e8b1c4f29c83', 'companyLocation': 'United States', 'companyName': 'Springfield Medical Center', 'jobTitle': 'Telemetry Technician', 'skills': ['Alertness', 'Cardiac Monitoring', 'Reporting'], 'yearsOfExperience': 3}]",5.913462757
18,[],"[{'_id': 'a1234567890bcdef12345678', 'companyLocation': 'Brazil', 'endYear': -1, 'jobTitle': 'Oral Surgeon', 'skills': ['Oral Surgery', 'Career Guidance', 'Interpersonal Skills'], 'startYear': -1, 'yearsOfExperience': 35}, {'_id': 'b1234567890bcdef12345679', 'endYear': -1, 'jobTitle': 'Public Speaking Course Facilitator', 'skills': ['Interpersonal Skills'], 'startYear': -1, 'yearsOfExperience': -1}]",0.1368408537
19,"[{'_id': 'obf1', 'degree': 'Doctorate', 'endYear': 2015, 'fieldOfStudy': 'Pharmacy', 'languageSpoken': 'English', 'school': 'Eastern University School of Pharmacy', 'startYear': -1}, {'_id': 'obf2', 'degree': 'Bachelors', 'endYear': 2011, 'fieldOfStudy': 'Biology', 'languageSpoken': 'English', 'school': 'Western Institute of Technology', 'startYear': -1}]","[{'_id': 'obf3', 'companyLocation': 'United States', 'companyName': 'Southside Medical Center', 'endYear': -1, 'jobTitle': 'Pharmacist', 'skills': ['Order Verification', 'Medication Reconciliation', 'Antibiotics', 'Renal Adjustment', 'Anticoagulation', 'Compounding', 'ICU', 'NICU', 'Emergency Department', 'OR', 'PCU', 'Catheterization', 'Clinical Laboratory', 'Dialysis', 'Neurology'], 'startYear': 2016, 'yearsOfExperience': 7}, {'_id': 'obf4', 'companyLocation': 'United States', 'companyName': 'Freedom Health Center', 'endYear': 2016, 'jobTitle': 'Pharmacist', 'skills': ['Order Verification', 'Medication Reconciliation', 'Antibiotics', 'Renal Adjustment', 'Compounding', 'EMR', 'Pyxis MedStation', 'Preceptor', 'Pump Control', 'Labor and Delivery', 'Emergency Department', 'General Surgery', 'PCU', 'OR', 'Clinical Laboratory'], 'startYear': 2015, 'yearsOfExperience': 1}, {'_id': 'obf5', 'companyLocation': 'United States', 'companyName': 'Grocery Pharmacy', 'endYear': 2015, 'jobTitle': 'Pharmacy Intern', 'skills': ['Drop-off', 'Order Pickup', 'Inventory Management', 'Prescription Filling', 'Prescription Transfers'], 'startYear': 2011, 'yearsOfExperience': 4}]",4.557964532
20,[],"[{'_id': 'b7f9c8e5a34d9e12f67890de', 'companyLocation': 'Canada', 'companyName': 'Globex Solutions', 'jobTitle': 'Reviewer', 'skills': ['Assessment', 'Critique'], 'yearsOfExperience': 2.0}]",5.57693757
21,[],"[{'_id': 'a1b2c3d4e5f6g7h8i9j0k1l2', 'companyLocation': 'Canada', 'companyName': 'Global Media Group', 'endYear': -1, 'jobTitle': 'Media Coordinator', 'skills': ['Publicity', 'Communication', 'Media Relations'], 'startYear': -1, 'yearsOfExperience': -1}, {'_id': 'b2c3d4e5f6g7h8i9j0k1l2m3', 'companyLocation': 'United Kingdom', 'companyName': 'Tech Innovations Ltd.', 'endYear': -1, 'jobTitle': 'Frontend Developer', 'skills': ['Web Development', 'HTML', 'CSS', 'JavaScript', 'React', 'Node.js', 'SQL', 'WordPress'], 'startYear': -1, 'yearsOfExperience': -1}, {'_id': 'c3d4e5f6g7h8i9j0k1l2m3n4', 'companyLocation': 'Australia', 'companyName': 'Southern University', 'endYear': -1, 'jobTitle': 'Assistant English Teacher', 'skills': ['Curriculum Development', 'Student Engagement', 'Progress Monitoring', 'Teaching'], 'startYear': -1, 'yearsOfExperience': -1}, {'_id': 'd4e5f6g7h8i9j0k1l2m3n4o5', 'companyLocation': 'Japan', 'companyName': 'Tokyo Education Network', 'endYear': -1, 'jobTitle': 'Coordinator for International Teachers', 'skills': ['Leadership', 'Communication', 'Professional Growth', 'Event Coordination'], 'startYear': -1, 'yearsOfExperience': -1}, {'_id': 'e5f6g7h8i9j0k1l2m3n4o5p6', 'companyLocation': 'France', 'companyName': 'Euro Quality Records', 'endYear': -1, 'jobTitle': 'Quality Assurance Specialist', 'skills': ['Quality Control', 'Process Management', 'Bug Reporting', 'Feature Request Analysis'], 'startYear': -1, 'yearsOfExperience': -1}, {'_id': 'f6g7h8i9j0k1l2m3n4o5p6q7', 'companyLocation': 'Germany', 'companyName': 'Healthcare Solutions Inc.', 'endYear': -1, 'jobTitle': 'Communications Specialist', 'skills': ['Communication', 'Team Engagement', 'Career Development', 'Event Organization'], 'startYear': -1, 'yearsOfExperience': -1}, {'_id': 'g7h8i9j0k1l2m3n4o5p6q7r8', 'companyLocation': 'Italy', 'companyName': 'Adventure Park Resort', 'endYear': -1, 'jobTitle': 'Guest Services Associate', 'skills': ['Operations', 'Customer Relations'], 'startYear': -1, 'yearsOfExperience': -1}]",0.670661879
22,"[{'_id': '66eff3eabd7fa22fce9fe7b3', 'degree': 'PhD', 'endYear': -1, 'school': 'Bangalore Institute', 'startYear': -1}, {'_id': '66eff3eabd7fa22fce9fe7b4', 'degree': 'Undergraduate', 'endYear': -1, 'school': 'K Ramesh College', 'startYear': -1}]","[{'_id': '66eff3eabd7fa22fce9fe7b2', 'companyLocation': 'India', 'companyName': 'InnoTech', 'endYear': 2023, 'jobTitle': 'Process Improvement Specialist', 'skills': [], 'startYear': 2023, 'yearsOfExperience': 0.5}, {'_id': '66eff3eabd7fa22fce9fe7b1', 'companyLocation': 'India', 'companyName': 'Info Solutions', 'endYear': 2024, 'jobTitle': 'Content Evaluator', 'skills': [], 'startYear': 2024, 'yearsOfExperience': 0.5}]",5.460463877
23,"[{'_id': 'a1b2c3d4e5f6789012345678', 'degree': ""Bachelor's"", 'endYear': 1998, 'fieldOfStudy': 'Music Composition', 'languageSpoken': 'Korean', 'school': 'Seoul National University of Arts', 'startYear': 1994}]","[{'_id': '12345abcde67890fghij1234', 'companyLocation': 'South Korea', 'companyName': 'Samsung Electronics', 'endYear': 2004, 'skills': [], 'startYear': 1998, 'yearsOfExperience': 6}, {'_id': '23456bcdef78901ghijk2345', 'companyLocation': 'South Korea', 'companyName': 'LG Entertainment', 'endYear': 2010, 'skills': [], 'startYear': 2004, 'yearsOfExperience': 6}, {'_id': '34567cdefg89012hijkl3456', 'companyLocation': 'South Korea', 'companyName': 'Community Cooperative Seoul', 'endYear': 2022, 'skills': [], 'startYear': 2012, 'yearsOfExperience': 10}]",4.931555595
24,"[{'_id': '1234567890abcdef12345678', 'degree': ""Associate's Degree"", 'fieldOfStudy': 'Contemporary and Modern Art Studies', 'school': 'Riverside County Community College'}]","[{'_id': 'abcdef1234567890abcdef12', 'companyLocation': 'USA', 'companyName': 'Artisan Machinery, Inc.', 'jobTitle': 'Equipment Operator', 'skills': ['Stock Management', 'Data Logging', 'Dispatch Documentation'], 'yearsOfExperience': 3}, {'_id': 'abcdef1234567890abcdef13', 'companyLocation': 'USA', 'companyName': 'Green Leaf Bistro', 'jobTitle': 'Assistant Chef', 'skills': ['Hygienic Procedures', 'Ingredient Procurement', 'Culinary Preparation', 'Standards Assurance', 'Team Hiring'], 'yearsOfExperience': 2}, {'_id': 'abcdef1234567890abcdef14', 'companyLocation': 'USA', 'companyName': 'Creative Vision Productions', 'jobTitle': 'Freelance Specialist', 'skills': [], 'yearsOfExperience': 7}]",3.957990426
25,"[{'_id': 'a1b2c3d4e5f6g7h8i9j0k1', 'endYear': 2019, 'fieldOfStudy': 'Web Development', 'school': 'Tech University', 'startYear': 2019}, {'_id': 'k1j0i9h8g7f6e5d4c3b2a1', 'endYear': 2018, 'fieldOfStudy': 'Mobile App Development', 'school': 'Digital Academy', 'startYear': 2017}]","[{'_id': '1234567890abcdef123456', 'companyLocation': 'Croatia', 'companyName': 'TechWave', 'endYear': 2023, 'jobTitle': 'Application Developer', 'skills': ['JavaScript', 'React', 'Python', 'Frontend Development', 'GraphQL', 'Concurrency', 'Task Queues', 'Monitoring'], 'startYear': 2021, 'yearsOfExperience': 2}, {'_id': 'abcdef1234567890abcdef1', 'companyLocation': 'Croatia', 'companyName': 'Innovatech', 'endYear': 2023, 'jobTitle': 'System Developer', 'skills': ['Token Authentication', 'API Development', 'Integration with Services'], 'startYear': 2023, 'yearsOfExperience': 0.5}, {'_id': 'abcdef1234567890abcdef2', 'companyLocation': 'Croatia', 'companyName': 'NextGen Solutions', 'endYear': -1, 'jobTitle': 'Backend Engineer', 'skills': ['JavaScript', 'Backend Architecture'], 'startYear': 2025, 'yearsOfExperience': -1}, {'_id': 'abcdef1234567890abcdef3', 'companyLocation': 'Croatia', 'companyName': 'Visionary Labs', 'endYear': 2021, 'jobTitle': 'Project Developer', 'skills': ['Team Leadership', 'Customer Relations', 'Tech Support'], 'startYear': 2018, 'yearsOfExperience': 3}]",1.951772951
